NATS=   2400
1.0
 0.0          28.809599 0.0          28.809599 0.0          28.809599
 H        16.196318       -0.768964       22.073925
 H        27.393444       14.478926       14.759367
 O        28.335003       14.533248       14.759367
 H        28.510077       13.606517       14.759367
 H         2.967798        3.610306       15.412210
 O         3.909356        3.664628       15.412210
 H         4.084431        2.737897       15.412210
 H         1.758186        9.559585       20.256796
 O         2.699743        9.613907       20.256796
 H         2.874819        8.687176       20.256796
 H         6.092561       28.392216       26.215427
 O         7.034119       28.446539       26.215427
 H         7.209194       27.519808       26.215427
 H        18.766064        6.186460       27.279686
 O        19.707623        6.240781       27.279686
 H        19.882696        5.314050       27.279686
 H        19.177620       13.926491       24.810869
 O        20.119179       13.980813       24.810869
 H        20.294252       13.054082       24.810869
 H         4.257738        4.979307        9.100261
 O         5.199296        5.033629        9.100261
 H         5.374371        4.106898        9.100261
 H         8.717832        0.183582        4.100813
 O         9.659389        0.237904        4.100813
 H         9.834465       -0.688827        4.100813
 H         5.497549       20.771746       27.436140
 O         6.439106       20.826069       27.436140
 H         6.614182       19.899338       27.436140
 H         5.981645       23.402843       12.277379
 O         6.923203       23.457167       12.277379
 H         7.098278       22.530436       12.277379
 H        27.280293        4.602040       10.191627
 O        28.221851        4.656362       10.191627
 H        28.396925        3.729631       10.191627
 H        28.475159       21.343075        7.140769
 O        29.416718       21.397398        7.140769
 H        29.591791       20.470667        7.140769
 H        16.887217        0.898601       19.332117
 O        17.828775        0.952923       19.332117
 H        18.003849        0.026192       19.332117
 H         0.418998       23.536736       15.310155
 O         1.360556       23.591059       15.310155
 H         1.535631       22.664328       15.310155
 H         5.593649        0.679579        0.036802
 O         6.535206        0.733901        0.036802
 H         6.710282       -0.192830        0.036802
 H        16.163219       22.416359       10.424522
 O        17.104778       22.470682       10.424522
 H        17.279852       21.543951       10.424522
 H        15.030460        5.117589        0.704093
 O        15.972018        5.171910        0.704093
 H        16.147093        4.245179        0.704093
 H        16.504026       18.335913       11.655088
 O        17.445585       18.390236       11.655088
 H        17.620659       17.463505       11.655088
 H        12.035679       22.045046        6.947337
 O        12.977237       22.099369        6.947337
 H        13.152312       21.172638        6.947337
 H        15.012336        9.973095       11.078027
 O        15.953894       10.027417       11.078027
 H        16.128969        9.100686       11.078027
 H        11.006757       22.966206        2.181986
 O        11.948315       23.020529        2.181986
 H        12.123390       22.093798        2.181986
 H        21.082870       23.179855       16.480101
 O        22.024429       23.234179       16.480101
 H        22.199503       22.307447       16.480101
 H        17.866983        3.693387       22.292765
 O        18.808542        3.747709       22.292765
 H        18.983616        2.820978       22.292765
 H         2.077708        0.172074       15.391752
 O         3.019265        0.226396       15.391752
 H         3.194340       -0.700335       15.391752
 H        13.304635       26.006973       17.659111
 O        14.246193       26.061296       17.659111
 H        14.421268       25.134565       17.659111
 H        17.324369       12.451296       18.693256
 O        18.265928       12.505618       18.693256
 H        18.441002       11.578887       18.693256
 H         4.679917        0.070835        8.766084
 O         5.621475        0.125157        8.766084
 H         5.796550       -0.801574        8.766084
 H        22.728241       18.114845        8.655193
 O        23.669800       18.169168        8.655193
 H        23.844873       17.242437        8.655193
 H        15.405228       26.279739        8.955661
 O        16.346786       26.334063        8.955661
 H        16.521860       25.407331        8.955661
 H         7.505342       11.026285        3.560481
 O         8.446900       11.080607        3.560481
 H         8.621975       10.153876        3.560481
 H         9.613801       27.662048        8.040019
 O        10.555359       27.716372        8.040019
 H        10.730434       26.789640        8.040019
 H         0.341718        1.294969        9.763697
 O         1.283276        1.349291        9.763697
 H         1.458351        0.422560        9.763697
 H        27.319628       17.821030        0.023710
 O        28.261187       17.875353        0.023710
 H        28.436260       16.948622        0.023710
 H         0.488354       13.788285       19.466520
 O         1.429912       13.842607       19.466520
 H         1.604987       12.915876       19.466520
 H        22.775522        3.200177       13.777452
 O        23.717081        3.254499       13.777452
 H        23.892155        2.327768       13.777452
 H        23.936890        5.497059       18.879723
 O        24.878448        5.551381       18.879723
 H        25.053522        4.624650       18.879723
 H         6.531005        5.752300       25.908331
 O         7.472563        5.806622       25.908331
 H         7.647638        4.879890       25.908331
 H         1.500447       22.373276       17.913044
 O         2.442005       22.427599       17.913044
 H         2.617080       21.500868       17.913044
 H        11.810702       13.213318        3.470120
 O        12.752260       13.267640        3.470120
 H        12.927336       12.340909        3.470120
 H         0.105589        4.341149       18.003794
 O         1.047146        4.395471       18.003794
 H         1.222222        3.468740       18.003794
 H        17.647474       21.439350       12.360147
 O        18.589033       21.493673       12.360147
 H        18.764107       20.566942       12.360147
 H         0.471545       26.369596        5.533148
 O         1.413103       26.423920        5.533148
 H         1.588178       25.497189        5.533148
 H        17.266878       26.169052       13.663432
 O        18.208437       26.223375       13.663432
 H        18.383511       25.296644       13.663432
 H         5.468638       14.622726       28.375200
 O         6.410195       14.677049       28.375200
 H         6.585271       13.750318       28.375200
 H        28.035175        6.878108       19.549294
 O        28.976734        6.932430       19.549294
 H        29.151808        6.005699       19.549294
 H         0.517190        5.862652       28.649429
 O         1.458748        5.916974       28.649429
 H         1.633823        4.990242       28.649429
 H        25.876366       21.138189       27.715260
 O        26.817924       21.192513       27.715260
 H        26.992998       20.265781       27.715260
 H        11.476917        5.131629       19.297976
 O        12.418475        5.185951       19.297976
 H        12.593551        4.259220       19.297976
 H        12.171384        7.906517       19.152737
 O        13.112942        7.960839       19.152737
 H        13.288017        7.034108       19.152737
 H        13.131154        9.606548       20.922951
 O        14.072712        9.660871       20.922951
 H        14.247787        8.734139       20.922951
 H        16.256676       23.503105        1.626257
 O        17.198235       23.557428        1.626257
 H        17.373308       22.630697        1.626257
 H         2.693032       20.744429       23.409380
 O         3.634589       20.798752       23.409380
 H         3.809665       19.872021       23.409380
 H        19.669538       14.797015       17.843304
 O        20.611097       14.851337       17.843304
 H        20.786171       13.924606       17.843304
 H        14.742245        8.076169        6.517306
 O        15.683803        8.130491        6.517306
 H        15.858878        7.203760        6.517306
 H        25.548618       19.402699       24.885141
 O        26.490177       19.457022       24.885141
 H        26.665251       18.530291       24.885141
 H        20.554031       12.296831       26.976912
 O        21.495590       12.351153       26.976912
 H        21.670664       11.424422       26.976912
 H        14.608761       28.434683       11.044602
 O        15.550319       28.489006       11.044602
 H        15.725394       27.562275       11.044602
 H        27.507845       21.517931       23.422117
 O        28.449404       21.572254       23.422117
 H        28.624477       20.645523       23.422117
 H        22.669264       10.833806       10.620404
 O        23.610823       10.888128       10.620404
 H        23.785896        9.961397       10.620404
 H        23.223646        8.753153       18.531441
 O        24.165205        8.807475       18.531441
 H        24.340279        7.880744       18.531441
 H        24.036207        5.304579       16.824919
 O        24.977766        5.358901       16.824919
 H        25.152840        4.432169       16.824919
 H        14.150739        6.512196       12.065297
 O        15.092297        6.566518       12.065297
 H        15.267372        5.639787       12.065297
 H        12.147057        7.192397       25.768372
 O        13.088614        7.246719       25.768372
 H        13.263690        6.319988       25.768372
 H        15.977260       13.063351        4.654841
 O        16.918818       13.117673        4.654841
 H        17.093893       12.190942        4.654841
 H        15.831985       17.456974       13.613027
 O        16.773542       17.511297       13.613027
 H        16.948618       16.584566       13.613027
 H         9.683920       14.302899        6.594376
 O        10.625478       14.357222        6.594376
 H        10.800553       13.430490        6.594376
 H         5.100034        5.681497       27.748741
 O         6.041592        5.735819       27.748741
 H         6.216667        4.809088       27.748741
 H         6.603222       11.445051       11.938230
 O         7.544780       11.499373       11.938230
 H         7.719855       10.572642       11.938230
 H         7.485344       16.875896       28.035385
 O         8.426902       16.930220       28.035385
 H         8.601976       16.003489       28.035385
 H        11.991516       10.511347       24.939688
 O        12.933074       10.565669       24.939688
 H        13.108150        9.638938       24.939688
 H         5.093442        3.639014       21.109142
 O         6.035000        3.693336       21.109142
 H         6.210075        2.766606       21.109142
 H         3.139688        4.716021        1.508346
 O         4.081246        4.770343        1.508346
 H         4.256321        3.843612        1.508346
 H         4.565104       10.703390       15.083447
 O         5.506661       10.757712       15.083447
 H         5.681736        9.830981       15.083447
 H         7.815712        2.104331       19.944605
 O         8.757270        2.158653       19.944605
 H         8.932344        1.231922       19.944605
 H         2.493596       19.613558        5.474400
 O         3.435154       19.667881        5.474400
 H         3.610229       18.741150        5.474400
 H         9.777775       21.990051       11.843724
 O        10.719333       22.044374       11.843724
 H        10.894408       21.117643       11.843724
 H         0.817262        4.003325       12.958482
 O         1.758819        4.057646       12.958482
 H         1.933894        3.130915       12.958482
 H         5.804320       11.907369        6.679674
 O         6.745878       11.961691        6.679674
 H         6.920953       11.034960        6.679674
 H        12.966729        9.523710       12.667097
 O        13.908287        9.578032       12.667097
 H        14.083363        8.651301       12.667097
 H        27.084864       15.475824       17.081268
 O        28.026423       15.530147       17.081268
 H        28.201496       14.603415       17.081268
 H        18.260508       15.397586        9.315485
 O        19.202066       15.451908        9.315485
 H        19.377140       14.525177        9.315485
 H        17.383291       20.359310       18.656191
 O        18.324850       20.413633       18.656191
 H        18.499924       19.486902       18.656191
 H        24.635790        6.990195       21.963387
 O        25.577349        7.044517       21.963387
 H        25.752422        6.117786       21.963387
 H        15.410552        7.756107       28.418808
 O        16.352110        7.810429       28.418808
 H        16.527185        6.883698       28.418808
 H        23.907841       13.021761       24.652073
 O        24.849400       13.076083       24.652073
 H        25.024473       12.149352       24.652073
 H        24.028809        5.464920       27.690859
 O        24.970367        5.519241       27.690859
 H        25.145441        4.592510       27.690859
 H         2.104084        2.107810       27.467110
 O         3.045642        2.162132       27.467110
 H         3.220717        1.235401       27.467110
 H        24.862717       27.533916        9.004695
 O        25.804276       27.588240        9.004695
 H        25.979349       26.661509        9.004695
 H         0.875085       24.160017        8.543117
 O         1.816643       24.214340        8.543117
 H         1.991718       23.287609        8.543117
 H         5.776972       15.242886       23.624512
 O         6.718530       15.297208       23.624512
 H         6.893605       14.370477       23.624512
 H        14.208290       19.870527       15.555781
 O        15.149848       19.924850       15.555781
 H        15.324924       18.998119       15.555781
 H         4.669833       13.313636       16.958481
 O         5.611390       13.367958       16.958481
 H         5.786466       12.441227       16.958481
 H        25.102083        5.458691       25.566765
 O        26.043642        5.513013       25.566765
 H        26.218716        4.586282       25.566765
 H        24.319183       23.546854       11.492658
 O        25.260742       23.601177       11.492658
 H        25.435816       22.674446       11.492658
 H        10.653856        8.390070       16.693869
 O        11.595414        8.444392       16.693869
 H        11.770490        7.517661       16.693869
 H        20.112648       10.343534       14.542734
 O        21.054207       10.397856       14.542734
 H        21.229280        9.471125       14.542734
 H         9.009327       14.689531       12.587582
 O         9.950885       14.743854       12.587582
 H        10.125960       13.817122       12.587582
 H        18.230705       27.271622        4.663799
 O        19.172264       27.325945        4.663799
 H        19.347338       26.399214        4.663799
 H         4.888216       27.869804       16.584253
 O         5.829774       27.924128       16.584253
 H         6.004849       26.997396       16.584253
 H        12.978676       13.559605       13.594472
 O        13.920234       13.613927       13.594472
 H        14.095309       12.687196       13.594472
 H         9.123870        9.366112       10.571559
 O        10.065428        9.420434       10.571559
 H        10.240503        8.493703       10.571559
 H         2.898382       14.006170       25.381742
 O         3.839939       14.060493       25.381742
 H         4.015015       13.133761       25.381742
 H         4.604093       10.381875       18.998859
 O         5.545650       10.436197       18.998859
 H         5.720726        9.509466       18.998859
 H        15.604251       28.749517        7.454717
 O        16.545809       28.803841        7.454717
 H        16.720884       27.877110        7.454717
 H        24.481054       15.536437       28.795479
 O        25.422613       15.590759       28.795479
 H        25.597687       14.664028       28.795479
 H        21.195019        1.790203       17.114113
 O        22.136578        1.844525       17.114113
 H        22.311651        0.917794       17.114113
 H         8.652838       10.007633       19.973663
 O         9.594396       10.061955       19.973663
 H         9.769471        9.135224       19.973663
 H        12.629548       11.489762       16.147926
 O        13.571106       11.544085       16.147926
 H        13.746181       10.617353       16.147926
 H        20.324720       26.798597       11.762758
 O        21.266279       26.852921       11.762758
 H        21.441353       25.926189       11.762758
 H        10.529068       22.120750       14.708209
 O        11.470626       22.175074       14.708209
 H        11.645701       21.248343       14.708209
 H         1.629056        6.278500       25.999302
 O         2.570613        6.332821       25.999302
 H         2.745688        5.406090       25.999302
 H        28.492258       11.863348       24.746000
 O        29.433817       11.917670       24.746000
 H        29.608891       10.990939       24.746000
 H        17.794064       28.757465       24.262911
 O        18.735622       28.811789       24.262911
 H        18.910696       27.885057       24.262911
 H        11.278859        2.641565        5.954278
 O        12.220417        2.695887        5.954278
 H        12.395493        1.769156        5.954278
 H         9.346147       25.238178       14.018442
 O        10.287704       25.292501       14.018442
 H        10.462780       24.365770       14.018442
 H        15.576886       21.537477       22.456690
 O        16.518444       21.591801       22.456690
 H        16.693520       20.665070       22.456690
 H         1.787297       15.923638       17.274385
 O         2.728854       15.977961       17.274385
 H         2.903929       15.051229       17.274385
 H        27.353806        1.384156       13.867264
 O        28.295364        1.438478       13.867264
 H        28.470438        0.511747       13.867264
 H        26.365854        0.403465        1.825380
 O        27.307413        0.457787        1.825380
 H        27.482487       -0.468944        1.825380
 H        25.508970        5.121351        7.305430
 O        26.450529        5.175673        7.305430
 H        26.625603        4.248942        7.305430
 H        10.946794        1.246882       10.297788
 O        11.888351        1.301204       10.297788
 H        12.063427        0.374473       10.297788
 H        27.272076       27.022243       19.406506
 O        28.213634       27.076567       19.406506
 H        28.388708       26.149836       19.406506
 H        18.096508       22.848450       17.546335
 O        19.038067       22.902773       17.546335
 H        19.213140       21.976042       17.546335
 H        26.730026        4.883439        0.185946
 O        27.671585        4.937760        0.185946
 H        27.846659        4.011029        0.185946
 H        19.155148        5.213589        9.297635
 O        20.096706        5.267911        9.297635
 H        20.271780        4.341180        9.297635
 H        12.934108       20.152910        0.580810
 O        13.875666       20.207233        0.580810
 H        14.050741       19.280502        0.580810
 H        21.977955       16.137980       14.512873
 O        22.919514       16.192303       14.512873
 H        23.094587       15.265571       14.512873
 H        26.640766       12.304344        1.791028
 O        27.582325       12.358666        1.791028
 H        27.757399       11.431935        1.791028
 H        12.596854        0.389529       14.681752
 O        13.538412        0.443851       14.681752
 H        13.713488       -0.482880       14.681752
 H         2.697421       14.198090       10.422071
 O         3.638978       14.252412       10.422071
 H         3.814054       13.325681       10.422071
 H        22.273632       11.775366       13.220908
 O        23.215191       11.829688       13.220908
 H        23.390265       10.902957       13.220908
 H        21.589052       10.666604        4.720591
 O        22.530611       10.720926        4.720591
 H        22.705685        9.794195        4.720591
 H        19.649529       18.204554       13.218931
 O        20.591087       18.258877       13.218931
 H        20.766161       17.332146       13.218931
 H        13.592181       20.607096       12.626496
 O        14.533739       20.661419       12.626496
 H        14.708815       19.734688       12.626496
 H        25.791540       19.775284       22.040426
 O        26.733099       19.829607       22.040426
 H        26.908173       18.902876       22.040426
 H         6.159229        5.181980        1.227803
 O         7.100787        5.236302        1.227803
 H         7.275862        4.309571        1.227803
 H        19.050545       19.699089       23.408495
 O        19.992104       19.753412       23.408495
 H        20.167177       18.826681       23.408495
 H         4.270463       24.080315        9.053466
 O         5.212021       24.134638        9.053466
 H         5.387096       23.207907        9.053466
 H        21.614239       24.331554       13.066327
 O        22.555798       24.385878       13.066327
 H        22.730871       23.459146       13.066327
 H        12.384912        6.891303        5.450989
 O        13.326469        6.945624        5.450989
 H        13.501545        6.018893        5.450989
 H         2.506266       18.482750       28.035997
 O         3.447823       18.537073       28.035997
 H         3.622899       17.610342       28.035997
 H        26.728140       11.011673        9.805315
 O        27.669699       11.065995        9.805315
 H        27.844772       10.139264        9.805315
 H         7.069682       20.887531       20.897703
 O         8.011239       20.941854       20.897703
 H         8.186315       20.015123       20.897703
 H         9.660880        2.099811       21.619087
 O        10.602438        2.154133       21.619087
 H        10.777514        1.227402       21.619087
 H        17.565561       12.908301        0.377733
 O        18.507120       12.962624        0.377733
 H        18.682194       12.035892        0.377733
 H         0.111879       21.402111       26.995728
 O         1.053437       21.456434       26.995728
 H         1.228512       20.529703       26.995728
 H         6.214633        2.463255       26.456512
 O         7.156190        2.517577       26.456512
 H         7.331265        1.590846       26.456512
 H        22.252298       13.905919        0.801831
 O        23.193857       13.960241        0.801831
 H        23.368931       13.033510        0.801831
 H        26.700611       12.344813        6.686128
 O        27.642170       12.399136        6.686128
 H        27.817244       11.472404        6.686128
 H        24.640102        4.315837        1.952869
 O        25.581661        4.370159        1.952869
 H        25.756735        3.443428        1.952869
 H        26.427568        2.912023        3.743536
 O        27.369127        2.966345        3.743536
 H        27.544201        2.039614        3.743536
 H        24.941721       22.417570       19.597826
 O        25.883280       22.471893       19.597826
 H        26.058353       21.545162       19.597826
 H        11.251225       21.005468        4.768137
 O        12.192783       21.059792        4.768137
 H        12.367859       20.133060        4.768137
 H         1.684991       27.784597       21.680882
 O         2.626549       27.838921       21.680882
 H         2.801624       26.912189       21.680882
 H         6.343756       15.994442        5.800299
 O         7.285313       16.048765        5.800299
 H         7.460389       15.122033        5.800299
 H        10.501654       19.231596        2.648204
 O        11.443212       19.285919        2.648204
 H        11.618287       18.359188        2.648204
 H        18.112001       24.552816       27.836414
 O        19.053560       24.607140       27.836414
 H        19.228634       23.680408       27.836414
 H        18.555418       19.406391       20.894161
 O        19.496977       19.460714       20.894161
 H        19.672050       18.533983       20.894161
 H         9.516862        5.023384       10.335503
 O        10.458420        5.077706       10.335503
 H        10.633495        4.150975       10.335503
 H         5.283768       20.726906        1.486542
 O         6.225326       20.781229        1.486542
 H         6.400401       19.854498        1.486542
 H        17.274878       10.977491       24.399849
 O        18.216436       11.031814       24.399849
 H        18.391510       10.105083       24.399849
 H        28.773432       19.109394       15.224583
 O        29.714991       19.163717       15.224583
 H        29.890064       18.236986       15.224583
 H        12.960217       20.629498       19.267614
 O        13.901774       20.683821       19.267614
 H        14.076850       19.757090       19.267614
 H         7.041055       21.989006        7.517218
 O         7.982612       22.043329        7.517218
 H         8.157687       21.116598        7.517218
 H        25.747564       27.376814        4.496515
 O        26.689123       27.431137        4.496515
 H        26.864197       26.504406        4.496515
 H        25.727568        7.828431        9.645431
 O        26.669127        7.882752        9.645431
 H        26.844200        6.956021        9.645431
 H        21.879723        3.616224       18.769857
 O        22.821281        3.670546       18.769857
 H        22.996355        2.743815       18.769857
 H         0.925622       26.855736        9.330547
 O         1.867179       26.910059        9.330547
 H         2.042255       25.983328        9.330547
 H         4.801583       24.342875       28.135241
 O         5.743140       24.397198       28.135241
 H         5.918216       23.470467       28.135241
 H         6.237702       26.744087       23.197882
 O         7.179259       26.798410       23.197882
 H         7.354335       25.871679       23.197882
 H        20.009037       14.886514       13.304393
 O        20.950596       14.940836       13.304393
 H        21.125669       14.014105       13.304393
 H         1.036156        8.778852        8.128502
 O         1.977713        8.833175        8.128502
 H         2.152789        7.906444        8.128502
 H        27.116770        6.419213        4.853748
 O        28.058329        6.473535        4.853748
 H        28.233402        5.546803        4.853748
 H         7.331149        9.696145       23.726513
 O         8.272706        9.750467       23.726513
 H         8.447782        8.823736       23.726513
 H        15.013805        7.086545        3.752537
 O        15.955363        7.140866        3.752537
 H        16.130438        6.214135        3.752537
 H        18.123924       28.257940       21.504528
 O        19.065483       28.312263       21.504528
 H        19.240557       27.385532       21.504528
 H         0.712184       23.481970       20.042871
 O         1.653742       23.536293       20.042871
 H         1.828817       22.609562       20.042871
 H        22.290182        1.787606        5.032616
 O        23.231741        1.841927        5.032616
 H        23.406815        0.915196        5.032616
 H        17.789343       20.113083        7.523293
 O        18.730902       20.167406        7.523293
 H        18.905975       19.240675        7.523293
 H        17.216301        7.943357       24.136793
 O        18.157860        7.997678       24.136793
 H        18.332933        7.070947       24.136793
 H        20.798792        6.298937       25.335337
 O        21.740351        6.353259       25.335337
 H        21.915424        5.426528       25.335337
 H        15.643564       10.880425        0.740821
 O        16.585123       10.934748        0.740821
 H        16.760197       10.008017        0.740821
 H        26.312880       26.989971       26.960585
 O        27.254438       27.044294       26.960585
 H        27.429512       26.117563       26.960585
 H        26.238560       26.499290       24.390676
 O        27.180119       26.553614       24.390676
 H        27.355192       25.626883       24.390676
 H         6.913277       25.779459       21.255743
 O         7.854835       25.833782       21.255743
 H         8.029910       24.907051       21.255743
 H        12.792728       25.679892       13.685802
 O        13.734286       25.734215       13.685802
 H        13.909362       24.807484       13.685802
 H        15.093756        5.606718       24.027340
 O        16.035315        5.661039       24.027340
 H        16.210388        4.734308       24.027340
 H        23.834518       13.716908        8.188068
 O        24.776077       13.771231        8.188068
 H        24.951151       12.844500        8.188068
 H        25.247414       12.553010       12.848039
 O        26.188972       12.607332       12.848039
 H        26.364046       11.680601       12.848039
 H        19.743336       22.196796        4.150272
 O        20.684895       22.251120        4.150272
 H        20.859968       21.324389        4.150272
 H        18.746891       14.539838       21.716442
 O        19.688450       14.594160       21.716442
 H        19.863523       13.667429       21.716442
 H         5.030497       20.066299       10.373369
 O         5.972054       20.120623       10.373369
 H         6.147130       19.193892       10.373369
 H        18.285143       23.453646       25.882887
 O        19.226702       23.507969       25.882887
 H        19.401775       22.581238       25.882887
 H        22.586420       19.802584        2.458051
 O        23.527979       19.856907        2.458051
 H        23.703053       18.930176        2.458051
 H         5.030904       25.535017       17.951036
 O         5.972461       25.589340       17.951036
 H         6.147537       24.662609       17.951036
 H        16.721712        3.931280       18.569761
 O        17.663271        3.985602       18.569761
 H        17.838345        3.058871       18.569761
 H        19.988831        7.426850       12.874688
 O        20.930389        7.481172       12.874688
 H        21.105463        6.554441       12.874688
 H        25.263990       25.097128       22.411554
 O        26.205549       25.151451       22.411554
 H        26.380623       24.224720       22.411554
 H         5.206228       23.693680       20.533133
 O         6.147786       23.748003       20.533133
 H         6.322861       22.821272       20.533133
 H        17.099718       10.401835       16.993982
 O        18.041277       10.456158       16.993982
 H        18.216351        9.529427       16.993982
 H         3.669873       24.753485        1.335966
 O         4.611430       24.807808        1.335966
 H         4.786505       23.881077        1.335966
 H         5.621384       25.722672        7.898233
 O         6.562942       25.776995        7.898233
 H         6.738017       24.850264        7.898233
 H        14.981086       13.253373       11.893252
 O        15.922644       13.307695       11.893252
 H        16.097719       12.380964       11.893252
 H        26.404442        5.234743       12.408982
 O        27.346001        5.289064       12.408982
 H        27.521074        4.362333       12.408982
 H         3.295580       22.482315        4.109792
 O         4.237138       22.536638        4.109792
 H         4.412213       21.609907        4.109792
 H        15.706085       15.762567       16.424965
 O        16.647644       15.816889       16.424965
 H        16.822718       14.890158       16.424965
 H        20.221035       22.410858       21.870697
 O        21.162594       22.465181       21.870697
 H        21.337667       21.538450       21.870697
 H        26.250641        2.875673       18.487829
 O        27.192200        2.929995       18.487829
 H        27.367273        2.003264       18.487829
 H         2.567120       11.861399       12.810928
 O         3.508677       11.915721       12.810928
 H         3.683753       10.988990       12.810928
 H         6.121421       11.677323        9.533036
 O         7.062979       11.731646        9.533036
 H         7.238054       10.804914        9.533036
 H         8.607065       17.347963        4.467572
 O         9.548623       17.402287        4.467572
 H         9.723699       16.475555        4.467572
 H        20.518026        1.822782       20.580578
 O        21.459585        1.877104       20.580578
 H        21.634659        0.950373       20.580578
 H        12.844623       14.508197       28.797287
 O        13.786180       14.562519       28.797287
 H        13.961256       13.635788       28.797287
 H        16.766468        0.939127        0.390370
 O        17.708027        0.993449        0.390370
 H        17.883101        0.066718        0.390370
 H        22.155115       23.216703       25.390745
 O        23.096674       23.271027       25.390745
 H        23.271748       22.344296       25.390745
 H        13.500079        9.984417        2.345587
 O        14.441637       10.038739        2.345587
 H        14.616713        9.112008        2.345587
 H        22.690973       19.293865       11.983692
 O        23.632532       19.348188       11.983692
 H        23.807606       18.421457       11.983692
 H        11.261461       27.425842        0.485447
 O        12.203019       27.480165        0.485447
 H        12.378095       26.553434        0.485447
 H         2.574181       18.521828       25.803385
 O         3.515738       18.576151       25.803385
 H         3.690814       17.649420       25.803385
 H         1.927928       23.473282       27.220049
 O         2.869486       23.527605       27.220049
 H         3.044561       22.600874       27.220049
 H        23.542175        2.974031        7.538759
 O        24.483734        3.028353        7.538759
 H        24.658808        2.101622        7.538759
 H         7.762995       27.589487       12.258864
 O         8.704553       27.643810       12.258864
 H         8.879628       26.717079       12.258864
 H         3.895228       24.286186       15.549767
 O         4.836786       24.340509       15.549767
 H         5.011861       23.413778       15.549767
 H        16.198790       14.503577        2.530763
 O        17.140348       14.557899        2.530763
 H        17.315422       13.631168        2.530763
 H        23.439007       14.104315       19.656614
 O        24.380566       14.158637       19.656614
 H        24.555639       13.231906       19.656614
 H        10.322328       25.022192       28.291672
 O        11.263885       25.076515       28.291672
 H        11.438961       24.149784       28.291672
 H        23.785875        2.933352       24.784250
 O        24.727434        2.987674       24.784250
 H        24.902508        2.060943       24.784250
 H        12.057343        5.559690       28.713741
 O        12.998900        5.614012       28.713741
 H        13.173976        4.687281       28.713741
 H         6.404408        5.869351       23.156143
 O         7.345966        5.923673       23.156143
 H         7.521041        4.996942       23.156143
 H        26.335831       24.840622        6.497934
 O        27.277390       24.894945        6.497934
 H        27.452463       23.968214        6.497934
 H        20.356417       23.678343        2.102819
 O        21.297976       23.732666        2.102819
 H        21.473049       22.805935        2.102819
 H        20.028820       22.314037       10.225714
 O        20.970379       22.368361       10.225714
 H        21.145452       21.441629       10.225714
 H        16.526653        8.640172       19.619404
 O        17.468212        8.694494       19.619404
 H        17.643286        7.767763       19.619404
 H        26.411915        9.426427        3.622132
 O        27.353474        9.480749        3.622132
 H        27.528547        8.554018        3.622132
 H        20.680500       12.325109       16.435858
 O        21.622059       12.379431       16.435858
 H        21.797132       11.452700       16.435858
 H        22.360039       28.011993       16.020647
 O        23.301598       28.066317       16.020647
 H        23.476671       27.139585       16.020647
 H         2.192771       28.046808       27.232105
 O         3.134329       28.101131       27.232105
 H         3.309404       27.174400       27.232105
 H         8.927529       11.966150        5.224336
 O         9.869087       12.020473        5.224336
 H        10.044163       11.093741        5.224336
 H         7.969765       14.682835        3.536123
 O         8.911323       14.737157        3.536123
 H         9.086397       13.810426        3.536123
 H        10.956993       17.589449        0.799546
 O        11.898551       17.643772        0.799546
 H        12.073627       16.717041        0.799546
 H         1.818677        1.403210        6.529173
 O         2.760235        1.457532        6.529173
 H         2.935310        0.530801        6.529173
 H        26.933281       16.412657        4.818842
 O        27.874840       16.466980        4.818842
 H        28.049913       15.540248        4.818842
 H        23.760622       27.042343       28.529974
 O        24.702181       27.096666       28.529974
 H        24.877254       26.169935       28.529974
 H        28.731461       13.587928       11.700013
 O        29.673019       13.642250       11.700013
 H        29.848093       12.715519       11.700013
 H         7.124369       11.122957       17.698214
 O         8.065927       11.177279       17.698214
 H         8.241002       10.250548       17.698214
 H        23.797075       28.655504       10.982167
 O        24.738634       28.709827       10.982167
 H        24.913708       27.783096       10.982167
 H         6.406084       15.397816       15.976424
 O         7.347641       15.452138       15.976424
 H         7.522717       14.525407       15.976424
 H        15.844224       20.757084       25.712801
 O        16.785782       20.811407       25.712801
 H        16.960857       19.884676       25.712801
 H        28.546438       16.426397        9.653358
 O        29.487997       16.480721        9.653358
 H        29.663071       15.553988        9.653358
 H         7.379547        1.049060        9.355498
 O         8.321104        1.103382        9.355498
 H         8.496180        0.176651        9.355498
 H        20.680077        8.676509       21.054832
 O        21.621635        8.730831       21.054832
 H        21.796709        7.804100       21.054832
 H        26.635798        2.743461       20.483292
 O        27.577356        2.797783       20.483292
 H        27.752430        1.871052       20.483292
 H        19.501553        1.435088        2.070434
 O        20.443111        1.489410        2.070434
 H        20.618185        0.562679        2.070434
 H        17.306839        6.540954       13.182107
 O        18.248398        6.595276       13.182107
 H        18.423471        5.668545       13.182107
 H         1.485584       10.784674        3.540016
 O         2.427142       10.838996        3.540016
 H         2.602217        9.912265        3.540016
 H         5.000609       11.806537        0.306346
 O         5.942167       11.860859        0.306346
 H         6.117242       10.934128        0.306346
 H        10.953300       16.089853       25.731867
 O        11.894858       16.144176       25.731867
 H        12.069934       15.217444       25.731867
 H         9.414011       18.047888       23.892687
 O        10.355569       18.102211       23.892687
 H        10.530644       17.175480       23.892687
